Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"SCHO","SCHOUW & CO","Equity","0.09","105.60","1,078.00","113,833.94","113,833.94","Consumer Staples","5690859","DK0010253921","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"STOB","STOBART GROUP LTD","Equity","0.09","3.76","30,247.00","113,618.62","113,618.62","Energy","B03HDJ7","GB00B03HDJ73","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ZO1","ZOOPLUS AG","Equity","0.09","200.74","565.00","113,416.29","113,416.29","Consumer Discretionary","B2R9XL5","DE0005111702","Xetra","Germany","USD","EUR","0.88"
"BRAV","BRAVIDA HOLDING","Equity","0.09","7.04","16,105.00","113,311.47","113,311.47","Industrials","BZ1DP29","SE0007491303","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BRG","BORREGAARD","Equity","0.09","11.97","9,467.00","113,275.50","113,275.50","Materials","B8B6WX9","NO0010657505","Oslo Bors Asa","Norway","USD","NOK","8.36"
"ARCAD","ARCADIS N.V.","Equity","0.09","17.43","6,479.00","112,913.45","112,913.45","Industrials","5769209","NL0006237562","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"AHSL","AHLSELL","Equity","0.09","6.88","16,392.00","112,808.79","112,808.79","Industrials","BD6DG27","SE0009155005","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BEFB","BEFIMMO SCA SA","Equity","0.09","58.44","1,925.00","112,500.43","112,500.43","Real Estate","4082628","BE0003678894","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"DBV","DBV TECHNOLOGIES SA","Equity","0.09","70.45","1,591.00","112,088.77","112,088.77","Health Care","B59DTF2","FR0010417345","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SPI","SPIRE HEALTHCARE GROUP PLCINARY","Equity","0.09","4.24","26,372.00","111,731.55","111,731.55","Health Care","BNLPYF7","GB00BNLPYF73","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"WES","KONINKLIJKE WESSANEN NV","Equity","0.09","16.39","6,816.00","111,712.22","111,712.22","Consumer Staples","7271166","NL0000395317","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"AMP","AMPLIFON S.P.A.","Equity","0.09","13.01","8,580.00","111,657.34","111,657.34","Health Care","B14NJ71","IT0004056880","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"BOSN","BOSSARD HOLDING AG","Equity","0.09","197.93","564.00","111,634.46","111,634.46","Industrials","BLNN0G8","CH0238627142","Swiss Exchange","Switzerland","USD","CHF","0.96"
"TESB","TESSENDERLO GROUP NV","Equity","0.09","42.37","2,634.00","111,591.33","111,591.33","Materials","4884006","BE0003555639","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"AXIA","AXIARE PATRIMONIO SOCIMI REIT SA","Equity","0.09","17.05","6,525.00","111,259.23","111,259.23","Real Estate","BP269Z8","ES0105026001","Bolsa De Madrid","Spain","USD","EUR","0.88"
"HSTN","HANSTEEN HOLDINGS REIT PLC","Equity","0.09","1.60","69,668.00","111,228.45","111,228.45","Real Estate","B0PPFY8","GB00B0PPFY88","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CARD","CARD FACTORY PLCINARY","Equity","0.09","3.83","29,000.00","111,074.82","111,074.82","Consumer Discretionary","BLY2F70","GB00BLY2F708","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GCC","C C GROUP PLC","Equity","0.09","3.57","31,105.00","110,900.50","110,900.50","Consumer Staples","B011Y09","IE00B010DT83","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"UBXN","U-BLOX HOLDING AG","Equity","0.09","180.18","614.00","110,627.76","110,627.76","Information Technology","B28PS95","CH0033361673","Swiss Exchange","Switzerland","USD","CHF","0.96"
"IMPN","IMPLENIA AG","Equity","0.09","74.67","1,478.00","110,356.92","110,356.92","Industrials","B10DQJ6","CH0023868554","Swiss Exchange","Switzerland","USD","CHF","0.96"
"PURP","PURPLEBRICKS GROUP PLC","Equity","0.09","5.38","20,464.00","110,032.16","110,032.16","Real Estate","BYV2MV7","GB00BYV2MV74","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CASS","CATTOLICA ASS","Equity","0.09","7.80","14,057.00","109,583.58","109,583.58","Financials","4731027","IT0000784154","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"RKET","ROCKET INTERNET","Equity","0.09","20.01","5,459.00","109,208.64","109,208.64","Information Technology","BR17150","DE000A12UKK6","Xetra","Germany","USD","EUR","0.88"
"EUCAR","EUROPCAR GROUPE SA","Equity","0.09","14.49","7,525.00","109,042.43","109,042.43","Industrials","BYNBTQ6","FR0012789949","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SPNO","SPAR NORD BANK","Equity","0.09","13.02","8,358.00","108,832.63","108,832.63","Financials","B14LS01","DK0060036564","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"VIG","VIENNA INSURANCE GROUP","Equity","0.09","29.70","3,649.00","108,375.02","108,375.02","Financials","B0BKSS2","AT0000908504","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"CRA1V","CRAMO OYJ","Equity","0.09","30.22","3,579.00","108,173.75","108,173.75","Industrials","4722667","FI0009900476","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"GIMB","GIMV INVESTERINGSMAATSCHAPPIJ VOOR","Equity","0.09","58.24","1,852.00","107,853.97","107,853.97","Financials","5249080","BE0003699130","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"FING B","FINGERPRINT CARDS B","Equity","0.09","3.57","30,098.00","107,324.30","107,324.30","Information Technology","BD6S127","SE0008374250","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ENAV","ENAV SPA","Equity","0.09","4.21","25,487.00","107,265.34","107,265.34","Industrials","BD0CRV6","IT0005176406","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SAFE","SAFESTORE HOLDINGS PLC","Equity","0.09","5.44","19,719.00","107,239.22","107,239.22","Real Estate","B1N7Z09","GB00B1N7Z094","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SRS","SARAS S.P.A.","Equity","0.09","2.37","45,199.00","107,227.58","107,227.58","Energy","B04F679","IT0000433307","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"RFRG","REFRESCO GROUP NV","Equity","0.08","19.97","5,364.00","107,124.61","107,124.61","Consumer Staples","BWDP4Y7","NL0011214010","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"DIE","DIETEREN (D) SA","Equity","0.08","45.68","2,340.00","106,902.27","106,902.27","Consumer Discretionary","4247494","BE0974259880","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"ESUR","ESURE GROUP HOLDINGS PLC","Equity","0.08","3.83","27,786.00","106,532.94","106,532.94","Financials","B8KJH56","GB00B8KJH563","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KLED","KUNGSLEDEN","Equity","0.08","6.11","17,379.00","106,129.41","106,129.41","Real Estate","B12W4C0","SE0000549412","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"GIL","DMG MORI AG","Equity","0.08","56.10","1,889.00","105,979.80","105,979.80","Industrials","5753398","DE0005878003","Xetra","Germany","USD","EUR","0.88"
"HBRN","HIBERNIA REIT PLC","Equity","0.08","1.56","67,132.00","104,973.91","104,973.91","Real Estate","BGHQ198","IE00BGHQ1986","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"VM.","VIRGIN MONEY HOLDINGS UK PLC","Equity","0.08","3.85","27,224.00","104,801.21","104,801.21","Financials","BQ8P064","GB00BQ8P0644","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SHI","SIG PLC","Equity","0.08","1.97","53,056.00","104,560.73","104,560.73","Industrials","0802541","GB0008025412","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SGKN","ST.GALLER KANTONALBANK AG","Equity","0.08","440.05","234.00","102,972.64","102,972.64","Financials","7058262","CH0011484067","Swiss Exchange","Switzerland","USD","CHF","0.96"
"LOG","LOGISTA CIA DE DISTRIBUCION INTEGR","Equity","0.08","25.55","4,019.00","102,678.70","102,678.70","Industrials","BP3QYZ2","ES0105027009","Bolsa De Madrid","Spain","USD","EUR","0.88"
"MDM","MAISONS DU MONDE SA","Equity","0.08","36.89","2,773.00","102,298.99","102,298.99","Consumer Discretionary","BYY8LS2","FR0013153541","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"GN1","GREEN REIT PLC","Equity","0.08","1.62","62,939.00","101,934.81","101,934.81","Real Estate","BBR67J5","IE00BBR67J55","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"SGC","STAGECOACH GROUP PLC","Equity","0.08","2.49","40,684.00","101,355.70","101,355.70","Industrials","B6YTLS9","GB00B6YTLS95","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ATEA","ATEA ASA","Equity","0.08","13.40","7,531.00","100,923.96","100,923.96","Information Technology","B12TR11","NO0004822503","Oslo Bors Asa","Norway","USD","NOK","8.36"
"NOBI","NOBIA","Equity","0.08","10.15","9,939.00","100,923.26","100,923.26","Consumer Discretionary","B1W6PY1","SE0000949331","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CLIN","CLINIGEN GROUP PLC","Equity","0.08","10.96","9,173.00","100,544.38","100,544.38","Health Care","B89J241","GB00B89J2419","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SGP","SUPERGROUP PLC","Equity","0.08","20.07","4,999.00","100,330.80","100,330.80","Consumer Discretionary","B60BD27","GB00B60BD277","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"AZA","AVANZA BANK HOLDING","Equity","0.08","43.55","2,300.00","100,169.83","100,169.83","Financials","4408752","SE0000170110","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MING","SPAREBANK SMN PRIMARY CAPITAL CER","Equity","0.08","8.62","11,615.00","100,063.42","100,063.42","Financials","B0LGG75","NO0006390301","Oslo Bors Asa","Norway","USD","NOK","8.36"
"CLLN","CARILLION PLC","Equity","0.08","2.46","40,656.00","99,969.86","99,969.86","Industrials","0736554","GB0007365546","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MGAM","MORGAN ADVANCED MATERIALS PLC","Equity","0.08","3.70","26,973.00","99,748.62","99,748.62","Industrials","0602729","GB0006027295","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NOFI","NORWEGIAN FINANS HOLDING ASA","Equity","0.08","9.36","10,604.00","99,283.64","99,283.64","Financials","BNH7Q17","NO0010387004","Oslo Bors Asa","Norway","USD","NOK","8.36"
"PFV","PFEIFFER VACUUM TECHNOLOGY AG","Equity","0.08","149.01","664.00","98,944.54","98,944.54","Industrials","5499238","DE0006916604","Xetra","Germany","USD","EUR","0.88"
"CFEB","COMPAGNIE D ENTREPRISES CFE SA","Equity","0.08","139.09","711.00","98,893.04","98,893.04","Industrials","4318260","BE0003883031","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"CRN","CAIRN HOMES PLC","Equity","0.08","1.69","58,462.00","98,851.37","98,851.37","Consumer Discretionary","BWY4ZF1","IE00BWY4ZF18","London Stock Exchange","United Kingdom","USD","EUR","0.88"
"MCS","MCCARTHY AND STONE PLC","Equity","0.08","2.16","45,662.00","98,621.24","98,621.24","Consumer Discretionary","BYNVD08","GB00BYNVD082","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CTY1S","CITYCON","Equity","0.08","2.59","37,750.00","97,650.47","97,650.47","Real Estate","4491097","FI0009002471","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"DCG","DAIRY CREST GROUP PLC","Equity","0.08","7.30","13,339.00","97,327.74","97,327.74","Consumer Staples","0250281","GB0002502812","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CSP","COUNTRYSIDE PROP PLC","Equity","0.08","4.58","21,215.00","97,107.31","97,107.31","Consumer Discretionary","BYPHNG0","GB00BYPHNG03","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KOMN","KOMAX HOLDING AG","Equity","0.08","285.58","339.00","96,811.88","96,811.88","Industrials","5978630","CH0010702154","Swiss Exchange","Switzerland","USD","CHF","0.96"
"EVR","EVRAZ","Equity","0.08","2.89","33,434.00","96,757.65","96,757.65","Materials","B71N6K8","GB00B71N6K86","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"INTER","INTERTRUST GROUP HOLDING NV","Equity","0.08","20.15","4,768.00","96,091.98","96,091.98","Industrials","BZ24134","NL0010937058","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"EVO","EVOLUTION GAMING GROUP","Equity","0.08","51.56","1,863.00","96,064.23","96,064.23","Consumer Discretionary","BWDBJ06","SE0006826046","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"SHOT","SCANDIC HOTELS GROUP","Equity","0.08","13.23","7,242.00","95,778.35","95,778.35","Consumer Discretionary","BYSXJH8","SE0007640156","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MERY","MERCIALYS S.A.","Equity","0.08","19.24","4,961.00","95,454.99","95,454.99","Real Estate","B0LMF87","FR0010241638","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"DHG","DALATA HOTEL GROUP PLC","Equity","0.08","5.44","17,493.00","95,169.33","95,169.33","Consumer Discretionary","BJMZDW8","IE00BJMZDW83","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"YTY1V","YIT","Equity","0.08","8.28","11,466.00","94,942.99","94,942.99","Industrials","B11BQV1","FI0009800643","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"OTE1V","OUTOTEC","Equity","0.07","7.28","12,974.00","94,408.02","94,408.02","Industrials","B1FN8X9","FI0009014575","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"A3M","ATRESMEDIA CORPORACION DE MEDIOS D","Equity","0.07","10.69","8,811.00","94,162.75","94,162.75","Consumer Discretionary","B07VZ99","ES0109427734","Bolsa De Madrid","Spain","USD","EUR","0.88"
"PLP","POLYPIPE GROUP PLC","Equity","0.07","5.02","18,681.00","93,732.73","93,732.73","Industrials","BKRC5K3","GB00BKRC5K31","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SSAB A","SSAB A","Equity","0.07","4.73","19,785.00","93,543.61","93,543.61","Materials","B17H0S8","SE0000171100","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MARS","MARSTONS PLC","Equity","0.07","1.58","59,226.00","93,406.94","93,406.94","Consumer Discretionary","B1JQDM8","GB00B1JQDM80","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"UPONOR","UPONOR OYJ","Equity","0.07","17.99","5,186.00","93,277.85","93,277.85","Industrials","5232671","FI0009002158","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"IBST","IBSTOCK PLC","Equity","0.07","3.23","28,767.00","92,824.38","92,824.38","Materials","BYXJC27","GB00BYXJC278","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"MSLH","MARSHALLS PLC","Equity","0.07","4.94","18,777.00","92,804.24","92,804.24","Materials","B012BV2","GB00B012BV22","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SPD","SPORTS DIRECT INTERNATIONAL PLC","Equity","0.07","3.79","24,453.00","92,709.17","92,709.17","Consumer Discretionary","B1QH8P2","GB00B1QH8P22","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ETO","ENTERTAINMENT ONE LTD","Equity","0.07","2.86","32,352.00","92,620.97","92,620.97","Consumer Discretionary","B3XDDH4","CA29382B1022","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GOG","GO-AHEAD GROUP PLC","Equity","0.07","22.79","4,064.00","92,615.96","92,615.96","Industrials","0375377","GB0003753778","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"P2P","P2P GLOBAL INVESTMENTS PLC","Equity","0.07","11.52","8,024.00","92,469.90","92,469.90","Financials","BLP57Y9","GB00BLP57Y95","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NRR","NEWRIVER REIT PLC","Equity","0.07","4.57","20,216.00","92,325.18","92,325.18","Real Estate","BD7XPJ6","GB00BD7XPJ64","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"BETS B","BETSSON B","Equity","0.07","8.38","10,991.00","92,159.12","92,159.12","Consumer Discretionary","BF0PK21","SE0009806896","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"TRI","TRIGANO SA","Equity","0.07","127.68","721.00","92,060.58","92,060.58","Consumer Discretionary","4457624","FR0005691656","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"EIT","EI TOWERS","Equity","0.07","57.26","1,607.00","92,009.77","92,009.77","Telecommunications","B0149Z8","IT0003043418","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"EURN","EURONAV NV","Equity","0.07","7.74","11,891.00","91,992.95","91,992.95","Energy","B04M8J6","BE0003816338","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"RATO B","RATOS B","Equity","0.07","4.68","19,585.00","91,647.69","91,647.69","Financials","B130WD0","SE0000111940","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CVSG","CVS GROUP PLC","Equity","0.07","15.99","5,729.00","91,614.72","91,614.72","Health Care","B286382","GB00B2863827","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"EQN","EQUINITI GROUP PLC","Equity","0.07","3.24","28,274.00","91,526.47","91,526.47","Information Technology","BYWWHR7","GB00BYWWHR75","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"IR5B","IRISH CONTINENTAL GROUP UNITS PLC","Equity","0.07","5.85","15,614.00","91,393.47","91,393.47","Industrials","BLP5857","IE00BLP58571","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"ALB","CORPORACION FINANCIERA ALBA SA","Equity","0.07","60.28","1,515.00","91,321.27","91,321.27","Financials","5730409","ES0117160111","Bolsa De Madrid","Spain","USD","EUR","0.88"
"JDW","JD WETHERSPOON PLC","Equity","0.07","12.48","7,292.00","90,974.12","90,974.12","Consumer Discretionary","0163895","GB0001638955","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"OVS","OVS SPA","Equity","0.07","7.11","12,767.00","90,717.53","90,717.53","Consumer Discretionary","BW0D7R8","IT0005043507","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"STG","SCANDINAVIAN TOBACCO GROUP","Equity","0.07","15.95","5,656.00","90,217.71","90,217.71","Consumer Staples","BYZGMM6","DK0060696300","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"ALM","ALMIRALL S.A.","Equity","0.07","15.24","5,895.00","89,826.52","89,826.52","Health Care","B1YY662","ES0157097017","Bolsa De Madrid","Spain","USD","EUR","0.88"
"DNA","DNA OYJ","Equity","0.07","15.88","5,624.00","89,289.19","89,289.19","Telecommunications","BD8N722","FI4000062385","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"JUST","JUST GROUP PLC","Equity","0.07","1.68","52,785.00","88,443.16","88,443.16","Financials","BCRX1J1","GB00BCRX1J15","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"RHI","RHI AG","Equity","0.07","35.98","2,457.00","88,413.55","88,413.55","Materials","4719915","AT0000676903","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"BSLN","BASILEA PHARMACEUTICA AG","Equity","0.07","83.39","1,058.00","88,226.18","88,226.18","Health Care","B00FX50","CH0011432447","Swiss Exchange","Switzerland","USD","CHF","0.96"
"OIZ","ORIGIN ENTERPRISES PLC","Equity","0.07","7.19","12,269.00","88,158.47","88,158.47","Consumer Staples","B1YC2Y6","IE00B1WV4493","Irish Stock Exchange - All Market","Ireland","USD","EUR","0.88"
"TEP","TELECOM PLUS PLC","Equity","0.07","14.50","6,070.00","88,029.08","88,029.08","Utilities","0879471","GB0008794710","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"COK","CANCOM","Equity","0.07","59.90","1,461.00","87,516.36","87,516.36","Information Technology","5772627","DE0005419105","Xetra","Germany","USD","EUR","0.88"
"GNFT","GENFIT SA","Equity","0.07","33.02","2,650.00","87,500.14","87,500.14","Health Care","B03B708","FR0004163111","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"XXL","XXL","Equity","0.07","9.54","9,136.00","87,178.70","87,178.70","Consumer Discretionary","BQZHXB9","NO0010716863","Oslo Bors Asa","Norway","USD","NOK","8.36"
